"","SYMBOL","GENEID"
"4951","DBF4","ENSG00000006634"
"4952","SEZ6","ENSG00000063015"
"4953","NDST1","ENSG00000070614"
"4954","RASSF7","ENSG00000099849"
"4955","SERF1B","ENSG00000205572"
"4956","PRIM1","ENSG00000198056"
"4957","BTN1A1","ENSG00000124557"
"4958","KCNIP2","ENSG00000120049"
"4959","CPD","ENSG00000108582"
"4960","GINS2","ENSG00000131153"
"4961","RNF150","ENSG00000170153"
"4962","SLC6A17","ENSG00000197106"
"4963","ETV1","ENSG00000006468"
"4964","LYL1","ENSG00000104903"
"4965","DDIT3","ENSG00000175197"
"4966","GPR32","ENSG00000142511"
"4967","SLAMF6","ENSG00000162739"
"4968","MYOCD","ENSG00000141052"
"4969","SMPDL3B","ENSG00000130768"
"4970","B3GALNT2","ENSG00000162885"
"4971","GJA3","ENSG00000121743"
"4972","C11orf42","ENSG00000180878"
"4973","ZBTB8A","ENSG00000160062"
"4974","SPATA25","ENSG00000149634"
"4975","CEND1","ENSG00000184524"
"4976","PPIAL4G","ENSG00000236334"
"4977","POLR2J2","ENSG00000228049"
"4978","ROR2","ENSG00000169071"
"4979","CMTM1","ENSG00000089505"
"4980","FAM159A","ENSG00000182183"
"4981","SCG5","ENSG00000166922"
"4982","TRIM44","ENSG00000166326"
"4983","RAB43","ENSG00000172780"
"4984","ADPRHL1","ENSG00000153531"
"4985","NRTN","ENSG00000171119"
"4986","ZNF724P","ENSG00000196081"
"4987","FAM71F1","ENSG00000135248"
"4988","SMIM23","ENSG00000185662"
"4989","SMIM17","ENSG00000268182"
"4990","SLC35F1","ENSG00000196376"
"4991","BRIP1","ENSG00000136492"
"4992","MGST3","ENSG00000143198"
"4993","NAGS","ENSG00000161653"
"4994","FAM229B","ENSG00000203778"
"4995","ZNF491","ENSG00000177599"
"4996","CDK2AP1","ENSG00000111328"
"4997","GJB2","ENSG00000165474"
"4998","BSN","ENSG00000164061"
"4999","LDHD","ENSG00000166816"
"5000","CCDC38","ENSG00000165972"
